index,artist,country,country_group,artwork,type,auction_house,auction_location,cm_x,cm_y,year_sold,month_sold,year_made,price_usd
14234,Errol Stephen Boyley,Congo DRC,Central Africa,A house by a country road,work on board,Bonhams,england,35.5092,35.5092,2011,10,2011,2393.0
25586,Nahum Gutman,Israel,Middle East,Moïse tenant les tables de la loi,work on paper,Ader Nordmann,rue favart,43.0022,43.0022,2009,11,2009,447.0
25540,Yosl (Yosel) Bergner,Israel,Middle East,Boy with Apple,work on paper,Tiroche Auction House,kikar de shalif,23.0124,23.0124,2010,7,2010,2530.0
12403,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Abstract Composition,work on board,Strauss & Co,cape town,39.497,39.497,2016,5,2016,4336.0
20640,Ron Arad,Israel,Middle East,"""LOOP LOOP"" CHAIR",sculpture,Sotheby's,new york,39.7002,39.7002,2018,12,2018,75000.0
31198,Tal R,Israel,Middle East,Flovmand,mixed media,"Bruun Rasmussen, Copenhagen",bredgade,35.0012,35.0012,2009,3,2009,25300.0
9725,Dumile Feni,South Africa,Southern Africa,FIGURE STUDY (RECTO); DOG (VERSO),work on paper,Stephan Welz & Co,johannesburg,32.004,32.004,2007,11,2007,862.0
45625,Raffi Lavie,Israel,Middle East,Untitled,work on canvas,Tiroche Auction House,rothschild boulevard,91.9988,91.9988,2012,6,2012,7130.0
1766,Alex Nwokolo,Nigeria,West Africa,Herd,paintings,Bonhams,knightsbridge,90.0,90.0,2015,10,2015,11550.0
33917,Fikret Mualla Saygı,Turkey,Middle East,Homme accroupi,work on canvas,Francis Briest,blank,21.0058,21.0058,2000,10,2000,1052.0
47080,Farhad Moshiri,Iran,Middle East,BLACK + BRICK,work on canvas,Christie's,dubai,130.30200000000002,130.30200000000002,2013,4,2013,195750.0
14907,Adriaan Boshoff,Congo DRC,Central Africa,An ox-cart in a South African landscape,work on canvas,Christie's,netherland,90.5002,90.5002,2013,12,2013,6020.0
45700,Yitzhak Frenkel-Frenel,Israel,Middle East,Jewish Wedding,work on canvas,Tiroche Auction House,kikar de shalif,46.99,46.99,2020,2,2020,649.0
47606,Mohammad Ehsai,Iran,Middle East,UNTITLED,work on canvas,Sotheby's,bond street,59.9948,59.9948,2009,10,2009,60170.0
5893,Goncalo Mabunda,Mozambique,East Africa,Sci-fi,work on canvas,The Auction Room,blank,42.0,42.0,2014,12,2014,4702.0
13298,Cheri Samba,Congo DRC,Central Africa,Le lavement,work on canvas,Artprecium,france,54.0004,54.0004,2014,5,2014,2046.0
17540,George Afedzi Hughes,Nigeria,West Africa,Motorbike (Enfield),work on canvas,Bonhams,bond street,70.993,70.993,2020,11,2020,4000.0
351,Eria Sane Nsubuga,Uganda,East Africa,Waiting For The Next Song,paintings,Circle Art Agency,nairobi,86.0,81.0,2015,11,2015,2762.0
21254,Farhad Moshiri,Iran,Middle East,Untitled (From the Calligraphy Series),work on canvas,Bonhams,bond street,118.0084,118.0084,2016,10,2016,98100.0
19834,Paul Guiragossian,Lebanon,Middle East,Masques et bergamasques,work on canvas,Ader Nordmann,rue favart,119.9896,119.9896,2008,11,2008,56340.0
23834,Hennie Niemann,South Africa,Southern Africa,THE HARVESTERS,work on board,Stephan Welz & Co,johannesburg,59.9948,59.9948,2010,8,2010,9990.0
26202,Reuven (Zelicovici) Rubin,Israel,Middle East,Rooster,work on paper,Bloomsbury Auctions London,maddox street mayfair,78.0034,78.0034,2004,12,2004,2908.0
11480,Irma Stern,South Africa,Southern Africa,NUNS OF SACRÉ-COEUR,work on board,Sotheby's,bond street,64.008,64.008,2017,5,2017,64580.0
30536,Yohanan Simon,Israel,Middle East,Landscape and figures,work on paper,Gordon Galleries,ben yehuda street,48.9966,48.9966,1987,6,1987,564.0
13757,Eli Kobeli,South Africa,Southern Africa,Musician,work on board,Russell Kaplan Auctioneers,johannesburg,24.003,24.003,2019,3,2019,82.0
36317,Zaha Hadid,Iraq,Middle East,Solid. Edition No. 31,work on canvas,Van Ham Kunstauktionen,hitzelerstr,37.0078,37.0078,2019,12,2019,886.0
8279,Dylan Lewis,South Africa,Southern Africa,LEOPARD ON BOULDER MAQUETTE,work on canvas,Christie's,"london, king street",42.4942,42.4942,2019,9,2019,32425.0
23317,Moshekwa Langa,South Africa,Southern Africa,Untitled,work on paper,Christie's,"london, king street",98.5012,98.5012,2015,10,2015,871.0
18320,Jilali Gharbaoui,Morocco,North Africa,COMPOSITION,work on canvas,C.M.O.O.A,quartier bourgogne null,99.9998,99.9998,2010,6,2010,67165.0
5157,Norman Clive Catherine,South Africa,Southern Africa,Mask,work on canvas,Russell Kaplan Auctioneers,johannesburg,36.0,36.0,2014,2,2014,552.0
2811,Walter Whall Battiss,South Africa,Southern Africa,Kurper,work on canvas,Russell Kaplan Auctioneers,johannesburg,39.0,39.0,2017,10,2017,456.0
35748,Mahmoud Said,Egypt,North Africa,Une Maison,work on panel,Christie's,"london, king street",35.2044,35.2044,2019,10,2019,56525.0
27944,Fikret Mualla Saygı,Turkey,Middle East,Composition abstraite,work on paper,Couturier,veracruz,19.9898,19.9898,2000,11,2000,852.0
9887,Pascale Marthine Tayou,Cameroon,Central Africa,"SANS TITRE, 1996",work on paper,Piasa,paris,80.01,80.01,2014,10,2014,3799.0
35285,Charles Hossein Zenderoudi,Iran,Middle East,Calligraphie en noir,work on paper,Ader Nordmann,rue favart,40.005,40.005,2010,11,2010,3807.0
43395,Avigdor Arikha,Israel,Middle East,Visite au monument,work on canvas,Joron-Derem,rue ste. anne,73.5076,73.5076,2012,6,2012,4397.0
25392,Yosl (Yosel) Bergner,Israel,Middle East,The Beholders,work on canvas,Tiroche Auction House,kikar de shalif,89.9922,89.9922,2014,6,2014,6000.0
14431,Errol Stephen Boyley,Congo DRC,Central Africa,MOORED BOATS IN A BAY,work on paper,Stephan Welz & Co,johannesburg,45.0088,45.0088,2014,5,2014,3809.0
20467,Farhad Moshiri,Iran,Middle East,Untitled,work on canvas,Phillips,howick place,80.01,80.01,2020,2,2020,73400.0
18841,Claudio Nelson (Camus) Bravo,Morocco,North Africa,NUDE,work on paper,Sotheby's,new york,76.2,76.2,2006,5,2006,108000.0
45380,Pinchas Litvinovsky,Israel,Middle East,Nargila Smoker,work on canvas,Montefiore Auction House,nachmani street,46.99,46.99,2017,7,2017,5280.0
40178,Farzad Kohan,Iran,Middle East,This Forever Love,mixed media,Ayyam Auctions,ayyam art center,152.5016,152.5016,2013,9,2013,7200.0
9666,Dumile Feni,South Africa,Southern Africa,SOAP AND WATER,work on paper,Bonhams,england,19.9898,19.9898,2009,10,2009,948.0
30846,Yohanan Simon,Israel,Middle East,Donkey in a Landscape,work on paper,Montefiore Auction House,nachmani street,16.002,16.002,2010,2,2010,3094.0
23018,Houshiary Shirazeh,Iran,Middle East,UNTITLED,work on paper,Sotheby's,al-markhiya street,40.005,40.005,2015,4,2015,31250.0
48905,Marcel Janco,Israel,Middle East,Felix Aderca,work on paper,Artmark,str. ca rosetti,29.9974,29.9974,2020,6,2020,701.0
48211,Reuven (Zelicovici) Rubin,Israel,Middle East,Mother and child with a dove,work on canvas,Matsart Auctioneers & Appraisers,king david st.,42.0116,42.0116,2013,4,2013,3600.0
15230,Adriaan Boshoff,Congo DRC,Central Africa,Cattle and Wagon in Landscape,work on canvas,Strauss & Co,johannesburg,89.9922,89.9922,2018,11,2018,13810.0
30825,Yohanan Simon,Israel,Middle East,Vegetation,work on canvas,Montefiore Auction House,nachmani street,35.0012,35.0012,2012,3,2012,4600.0
30402,Yaacov (Gibstein) Agam,Israel,Middle East,Dynamic Agamograph (double sided),paintings,Tiroche Auction House,kikar de shalif,11.9888,11.9888,2013,1,2013,6900.0
17943,Ghada Amer,Egypt,North Africa,Maureen 2,work on canvas,Christie's,new york,178.1302,178.1302,2012,11,2012,68500.0
40912,Khaled Takreti,Lebanon,Middle East,Souvenir d'Enfance,work on paper,Ayyam Auctions,ayyam art center,59.9948,59.9948,2014,5,2014,4800.0
44224,Yohanan Simon,Israel,Middle East,Vegetation,work on paper,Christie's,weizmann street,68.5038,68.5038,2008,4,2008,8500.0
44678,Yitzhak Frenkel-Frenel,Israel,Middle East,Nude in the mirror,work on canvas,Matsart Auctioneers & Appraisers,king david st.,43.9928,43.9928,2012,9,2012,1750.0
34813,Benjamin Levy,Israel,Middle East,MAN IN A MATCHBOX,work on canvas,Europ Auction,rue drouot,35.0012,35.0012,2011,11,2011,1919.0
45962,Meir Pichhadze,Israel,Middle East,Soldiers in landscape,paintings,Tiroche Auction House,kikar de shalif,15.0114,15.0114,2013,1,2013,1495.0
48889,Marcel Janco,Israel,Middle East,Jocuri erotice,work on paper,Artmark,str. ca rosetti,13.9954,13.9954,2020,11,2020,1180.0
27390,Shafic Abboud,Lebanon,Middle East,Untitled,work on canvas,Christie's,dubai,99.9998,99.9998,2009,4,2009,62500.0
11568,Irma Stern,South Africa,Southern Africa,"SEATED FIGURES, MADEIRA",work on paper,Stephan Welz & Co,johannesburg,20.4978,20.4978,2013,8,2013,7315.0
7708,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,PORTRAIT OF A YOUNG GIRL,work on canvas,Strauss & Co,cape town,30.5054,30.5054,2019,10,2019,33730.0
49555,Marcel Janco,Israel,Middle East,EIN HOD,work on paper,Sotheby's,new york,40.9956,40.9956,2010,12,2010,46875.0
7542,Gerard Sekoto,South Africa,Southern Africa,CYKLIST,work on canvas,Bukowski,sweden,50.0126,50.0126,2008,4,2008,22085.0
31134,Tal R,Israel,Middle East,“The Milkman”.,work on paper,"Bruun Rasmussen, Copenhagen",bredgade,21.0058,21.0058,2020,12,2020,4250.0
21213,Maliheh Afnan,Palestine,Middle East,Composition,work on paper,Ader Nordmann,rue favart,19.9898,19.9898,2016,6,2016,1548.0
12131,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Figures in a metaphysical landscape #4,sculpture,Bonhams,bond street,121.9962,121.9962,2009,2,2009,25620.0
25893,Nahum Gutman,Israel,Middle East,Coachman,work on canvas,Matsart Auctioneers & Appraisers,king david st.,29.9974,29.9974,2006,6,2006,20700.0
4771,Carl Adolph Buchner,South Africa,Southern Africa,Portrait of a Lady,work on canvas,Stephan Welz & Co,cape town,39.0,39.0,2013,2,2013,767.0
152,Larry Otoo,Ghana,West Africa,Jazz Jamboree,paintings,Arthouse Contemporary Limited,lagos,125.0,141.0,2014,5,2014,4813.0
7496,Gerard Sekoto,South Africa,Southern Africa,A GAME OF SOCCER,work on canvas,Stephan Welz & Co,cape town,37.0078,37.0078,2008,10,2008,15210.0
38855,Menashe Kadishman,Israel,Middle East,Two blue sheep heads,work on paper,Matsart Auctioneers & Appraisers,king david st.,40.005,40.005,2020,1,2020,169.0
5955,Omar El Nagdi,Egypt,North Africa,The Letter Heh,work on canvas,Sotheby's,bond street,100.0,100.0,2017,10,2017,39620.0
17668,William Tagne Njepe Twilliam,Cameroon,Central Africa,Childhood stolen 1993 A12 - 2017,work on canvas,Rennes Enchères,place des lices,129.9972,129.9972,2019,11,2019,4982.0
46223,Zipora Brener,Israel,Middle East,Sitting Woman,work on paper,Montefiore Auction House,nachmani street,50.0126,50.0126,2010,7,2010,119.0
36920,Elias Izoli,Syria,Middle East,Untitled,work on canvas,Ayyam Auctions,ayyam art center,99.9998,99.9998,2012,10,2012,22800.0
8854,Francois Krige,South Africa,Southern Africa,STILL LIFE WITH SEWEJAARTJIES,work on canvas,Bonhams,bond street,45.9994,45.9994,2010,3,2010,14435.0
7940,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,POPPIES,work on canvas,Strauss & Co,johannesburg,46.5074,46.5074,2013,5,2013,18055.0
10982,Jacob Hendrik Pierneef,South Africa,Southern Africa,"MBWENI', ZANZIBAR",work on paper,Strauss & Co,johannesburg,51.9938,51.9938,2012,6,2012,6340.0
37349,Isaac Maimon,Israel,Middle East,LADIES AND GENTLEMEN AT THE CAFE,work on paper,Susanin's Auctioneers & Appraisers,south clinton street,69.85,69.85,2014,6,2014,375.0
27653,Fikret Mualla Saygı,Turkey,Middle East,Au parc,work on paper,Arts Conseil,rue sainte croix de la bretonnerie,23.0124,23.0124,2009,7,2009,2535.0
13869,Lucas Tandokwazi Sithole,South Africa,Southern Africa,"Mother and child' ('Madonna and child'), 1978",sculpture,Bonhams,bond street,13.9954,13.9954,2016,3,2016,21380.0
34218,Fikret Mualla Saygı,Turkey,Middle East,Promenade au parc,work on canvas,Millon & Associes,paris,51.9938,51.9938,2020,9,2020,15195.0
36138,Sadegh Tabrizi,Iran,Middle East,Untitled,work on canvas,Bonhams,dubai,99.3902,99.3902,2010,10,2010,15600.0
43394,Avigdor Arikha,Israel,Middle East,Untitled street scene,work on canvas,J Levine Auction & Appraisal LLC,north scottsdale road,40.64,40.64,2013,1,2013,2750.0
48705,Reuven (Zelicovici) Rubin,Israel,Middle East,STILL LIFE WITH FLOWERS,work on canvas,Sotheby's,new york,37.9984,37.9984,2005,3,2005,30000.0
34423,Fikret Mualla Saygı,Turkey,Middle East,Au restaurant - le 14 juillet,work on canvas,"Piguet Hotel des Ventes, Geneve",rue prévost-martin,45.9994,45.9994,2015,10,2015,8730.0
33633,Myriam Dauber,Israel,Middle East,Couple,paintings,Tiroche Auction House,kikar de shalif,29.9974,29.9974,2017,6,2017,173.0
15330,Titta Fasciotti,South Africa,Southern Africa,Mountain Landscape with House,work on canvas,5th Avenue Auctioneers,johannesburg,40.005,40.005,2018,6,2018,152.0
18958,Mohammad Ehsai,Iran,Middle East,Mohabat,work on canvas,Bonhams,dubai,175.00599999999997,175.00599999999997,2008,3,2008,180000.0
11021,Jacob Hendrik Pierneef,South Africa,Southern Africa,GOUDEN HAND REY BRUGGE,work on paper,Strauss & Co,johannesburg,40.4876,40.4876,2010,5,2010,4398.0
13725,Eli Kobeli,South Africa,Southern Africa,Musicians,work on canvas,5th Avenue Auctioneers,johannesburg,40.005,40.005,2015,5,2015,135.0
28093,Abidin Dino,Turkey,Middle East,Long March,work on board,"Ankara Antikacilik, Fine Arts and Antiques Auction",vadi ikizleri sitesi,32.004,32.004,2016,1,2016,1801.0
45270,Meir Pichhadze,Israel,Middle East,Untitled,work on canvas,Montefiore Auction House,nachmani street,91.0082,91.0082,2018,4,2018,9000.0
19694,Fateh Moudarres,Syria,Middle East,Family,work on canvas,Christie's,dubai,94.0054,94.0054,2010,10,2010,22500.0
40974,Siah Armajani,Iran,Middle East,Picture Window,work on board,Sotheby's,bond street,462.9912,462.9912,2019,4,2019,61935.0
38671,Menashe Kadishman,Israel,Middle East,Horse head,work on canvas,Matsart Auctioneers & Appraisers,king david st.,59.9948,59.9948,2020,11,2020,2577.0
25387,Yosl (Yosel) Bergner,Israel,Middle East,Graters,work on canvas,Tiroche Auction House,kikar de shalif,59.9948,59.9948,2014,6,2014,8000.0
16185,Tinus de Jongh,South Africa,Southern Africa,An Avenue of Trees,work on canvas,Strauss & Co,johannesburg,29.0068,29.0068,2009,9,2009,6595.0
43249,Avigdor Arikha,Israel,Middle East,Le berger,work on paper,ArtValorem-Paris,rue cadet,21.0058,21.0058,2012,4,2012,1441.0
41222,Nasser Assar,Iran,Middle East,SANS TITRE,work on canvas,Artcurial,rond-point des champs elysees,129.9972,129.9972,2014,4,2014,9860.0
40871,Nazir Nabaa,Syria,Middle East,An Eastern Dream,work on canvas,Bonhams,bond street,72.009,72.009,2010,6,2010,26245.0
15844,Tinus de Jongh,South Africa,Southern Africa,"Table Mountain, Cape Town",work on canvas,Russell Kaplan Auctioneers,johannesburg,29.0068,29.0068,2016,5,2016,1682.0
37605,Pinchas Abramovich,Israel,Middle East,Interieur a la fenetre,work on panel,Chayette & Cheval,rue du faubourg-montmartre,37.0078,37.0078,2001,3,2001,577.0
12781,Christo Coetzee,South Africa,Southern Africa,Still Life with Roses in an Urn,work on canvas,Strauss & Co,cape town,50.0126,50.0126,2016,10,2016,2753.0
19167,Charles Hossein Zenderoudi,Iran,Middle East,Compozitione ZNI + 2000,work on canvas,Christie's,dubai,99.9998,99.9998,2013,10,2013,65000.0
28234,Afshin Pirhashemi,Iran,Middle East,Those Four Days,work on canvas,Christie's,dubai,199.9996,199.9996,2007,10,2007,61000.0
40311,Abdelaziz Charkaoui,Morocco,North Africa,"BORD DE MER, 1973",work on canvas,C.M.O.O.A,rue essanaani,61.0108,61.0108,2016,3,2016,852.0
21197,Mohamed Naghi,Egypt,North Africa,Paysage d'Italie,work on panel,Bonhams,bond street,17.5006,17.5006,2018,6,2018,6685.0
1067,Ben Enwonwu,Nigeria,West Africa,Untitled,paintings,Arthouse Contemporary Limited,lagos,33.0,89.0,2013,5,2013,11000.0
23714,Hennie Niemann,South Africa,Southern Africa,Portrait of a Young girl with Flowers,work on board,Russell Kaplan Auctioneers,johannesburg,23.0124,23.0124,2014,12,2014,1584.0
8197,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,PROTEAS IN VASE,work on canvas,Stephan Welz & Co,johannesburg,37.0078,37.0078,2000,3,2000,2325.0
30478,Yohanan Simon,Israel,Middle East,Shepherd. Desert tune. Landscape with two figures. Landscape with red line,work on paper,Christie's,weizmann street,50.0126,50.0126,2006,4,2006,13200.0
21705,Diseye Tantua,Ghana,West Africa,Money Stop Nonsense,work on canvas,Arthouse Contemporary Limited,lagos,91.4908,91.4908,2020,11,2020,3.0
15903,Tinus de Jongh,South Africa,Southern Africa,Cottage and trees,work on canvas,Stephan Welz & Co,cape town,29.4894,29.4894,2012,2,2012,4390.0
48494,Reuven (Zelicovici) Rubin,Israel,Middle East,HORSE RIDERS,work on canvas,Sotheby's,new york,65.405,65.405,2008,12,2008,8750.0
10765,Jacob Hendrik Pierneef,South Africa,Southern Africa,EXTENSIVE LANDSCAPE,work on panel,Strauss & Co,cape town,39.497,39.497,2013,10,2013,18465.0
19898,Paul Guiragossian,Lebanon,Middle East,Femmes en Conversation (Women in Conversation),work on canvas,Christie's,dubai,99.4918,99.4918,2015,3,2015,161000.0
11453,Irma Stern,South Africa,Southern Africa,WOMEN WEARING A HEAD SCARF,work on paper,Provenance Auction House,south africa,43.9928,43.9928,2016,10,2016,8735.0
27298,Shafic Abboud,Lebanon,Middle East,Composition,work on canvas,Ader Nordmann,rue favart,54.99100000000001,54.99100000000001,2016,12,2016,30350.0
25181,Yosl (Yosel) Bergner,Israel,Middle East,Grinder and Utensils,work on paper,Tiroche Auction House,kikar de shalif,21.0058,21.0058,2019,7,2019,354.0
5651,Sam Nhlengethwa,South Africa,Southern Africa,The Swinging Light,work on canvas,Russell Kaplan Auctioneers,johannesburg,50.0,50.0,2014,9,2014,498.0
13883,Lucas Tandokwazi Sithole,South Africa,Southern Africa,"""It's about time they taught me flying!""",sculpture,Bonhams,bond street,24.003,24.003,2014,10,2014,23265.0
31907,Moshe Elazar Castel,Israel,Middle East,Composition calligraphique,work on canvas,Ader Nordmann,rue favart,18.9992,18.9992,2013,11,2013,1698.0
3390,Walter Whall Battiss,South Africa,Southern Africa,Autumn Trees,work on canvas,Strauss & Co,cape town,35.5,35.5,2012,2,2012,763.0
39274,Menashe Kadishman,Israel,Middle East,White head,work on canvas,Matsart Auctioneers & Appraisers,king david st.,59.9948,59.9948,2010,11,2010,2875.0
13850,Eli Kobeli,South Africa,Southern Africa,Township Street scene,work on board,Stephan Welz & Co,johannesburg,119.9896,119.9896,2003,5,2003,1804.0
29688,Yaacov (Gibstein) Agam,Israel,Middle East,Sans titre,mixed media,Chevau-Legers Enchères,blank,51.0032,51.0032,2007,12,2007,2199.0
16858,Marcel Goténe,Congo DRC,Central Africa,Personnage fantatisque,work on paper,SGL Encheres,rue thiers,54.99100000000001,54.99100000000001,2016,11,2016,901.0
31719,Ruth Schloss,Israel,Middle East,The Peace Symbol,work on paper,Tiroche Auction House,kikar de shalif,50.0126,50.0126,2017,6,2017,748.0
21292,Farhad Moshiri,Iran,Middle East,Y84M,work on canvas,Christie's,dubai,150.1902,150.1902,2014,10,2014,197000.0
14602,Errol Stephen Boyley,Congo DRC,Central Africa,Boats on the Shore,work on canvas,Strauss & Co,cape town,43.9928,43.9928,2015,11,2015,1958.0
16798,Gladys Mgudlandlu,South Africa,Southern Africa,Cattle on a Hillside,work on paper,Strauss & Co,johannesburg,38.989,38.989,2020,11,2020,3038.0
7750,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,FRUIT PICKERS,work on canvas,Stephan Welz & Co,cape town,34.4932,34.4932,2018,6,2018,2352.0
13989,Lucas Tandokwazi Sithole,South Africa,Southern Africa,Two Figures Embracing (LS6314),sculpture,Strauss & Co,johannesburg,24.511,24.511,2012,11,2012,5750.0
20246,Louai Kayyali,Syria,Middle East,Untitled,work on canvas,Christie's,dubai,50.0126,50.0126,2015,3,2015,43750.0
1667,Armand Boua,Ivory Coast,West Africa,Sans Titre,paintings,Piasa,paris,107.0,100.0,2017,11,2017,6040.0
41380,Farid Belkahia,Morocco,North Africa,Composition,other,C.M.O.O.A,rue essanaani,50.0126,50.0126,2014,3,2014,8835.0
43555,Avigdor Arikha,Israel,Middle East,Composition,work on canvas,Montefiore Auction House,nachmani street,24.003,24.003,2008,4,2008,6900.0
2841,Walter Whall Battiss,South Africa,Southern Africa,Abstract,work on canvas,Aspire Art Auctions,johannesburg,69.0,69.0,2017,7,2017,25960.0
2523,Ben Osawe,Nigeria,West Africa,Portrait Of A Woman,work on paper,Arthouse Contemporary Limited,lagos,50.0,37.0,2019,5,2019,6000.0
6178,Mounir Fatmi,Morocco,North Africa,"Sans TItre, 1992",work on canvas,Cornette De Saint Cyr,blank,48.0,48.0,2015,5,2015,6280.0
28786,Igael Tumarkin,Israel,Middle East,Modesty Blais (British Comedian),work on paper,Tiroche Auction House,kikar de shalif,45.9994,45.9994,2019,2,2019,1003.0
14895,Adriaan Boshoff,Congo DRC,Central Africa,Pretty Bonnets,work on canvas,Bonhams,bond street,121.9962,121.9962,2008,1,2008,26220.0
11827,Irma Stern,South Africa,Southern Africa,STILL LIFE OF FRUIT AND LILIES IN A JUG,work on canvas,Strauss & Co,cape town,67.4878,67.4878,2015,10,2015,340810.0
5902,Goncalo Mabunda,Mozambique,East Africa,"Sans titre, 2013",work on canvas,Millon & Associes,paris,42.0,42.0,2014,6,2014,4089.0
8002,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,HUTS AND TREES WITH FIGURES IN A LANDSCAPE,work on canvas,Strauss & Co,johannesburg,50.0126,50.0126,2011,5,2011,84900.0
49816,Marcel Janco,Israel,Middle East,Autoportrait,work on paper,Artcurial,rond-point des champs elysees,32.9946,32.9946,2003,4,2003,6920.0
13494,Cheri Samba,Congo DRC,Central Africa,TRAITEMENT YA APOLLO,work on canvas,Sotheby's,france,99.9998,99.9998,2019,3,2019,7140.0
6088,Brett Murray,South Africa,Southern Africa,"""Mediated Morality"", 2006",work on canvas,New Orleans Auction Galleries Inc,blank,10.16,10.16,2018,8,2018,2125.0
2315,Mahi Binebine,Morocco,North Africa,Composition,paintings,C.M.O.O.A,casablanca,160.0,110.0,2008,12,2008,33320.0
1098,Ben Enwonwu,Nigeria,West Africa,Africa Dances,paintings,Bonhams,bond street,74.0,54.0,2017,10,2017,65960.0
22147,Robert Hodgins,South Africa,Southern Africa,Encounter,work on paper,Strauss & Co,johannesburg,45.4914,45.4914,2009,9,2009,924.0
20885,Samira Alikhanzadeh,Iran,Middle East,Untitled,mixed media,Christie's,dubai,119.9896,119.9896,2010,10,2010,7500.0
9507,Sydney Alex Kumalo,South Africa,Southern Africa,SCULPTURAL FORMS,work on paper,Stephan Welz & Co,cape town,38.989,38.989,2010,2,2010,4057.0
1720,Nyemike Onwuka,Nigeria,West Africa,The Watch,work on paper,Arthouse Contemporary Limited,lagos,58.5,43.0,2017,2,2017,2587.0
12664,Christo Coetzee,South Africa,Southern Africa,HOMAGE TO LEBOF JARSKY,work on paper,Stephan Welz & Co,cape town,50.0126,50.0126,2013,6,2013,1219.0
4404,George Lilanga Di Nyama,Tanzania,East Africa,"Shetanis, 1999",work on canvas,Millon & Associes,paris,64.0,64.0,2013,6,2013,2821.0
8645,Francois Krige,South Africa,Southern Africa,MONTAGU,work on canvas,Bonhams,bond street,75.0062,75.0062,2017,9,2017,7425.0
6410,Steve Bandoma,Congo DRC,Central Africa,"Falling Uncle Sam, 2011",work on canvas,Millon & Associes,paris,70.0,70.0,2020,10,2020,2366.0
19114,Charles Hossein Zenderoudi,Iran,Middle East,Untitled (Geometric Composition),work on canvas,Bonhams,bond street,46.99,46.99,2017,4,2017,9635.0
58,Bruce Onobrakpeya,Nigeria,West Africa,Good Governance 1988,sculpture,Arthouse Contemporary Limited,lagos,147.0,208.0,2018,11,2018,26440.0
28433,Ardeshir Mohassess,Iran,Middle East,Human Cannon,work on paper,Bonhams,bond street,27.9908,27.9908,2020,8,2020,487.0
565,Kolade Oshinowo,Nigeria,West Africa,Sisters,paintings,Bonhams,bond street,107.0,46.0,2014,5,2014,18570.0
16103,Tinus de Jongh,South Africa,Southern Africa,A Cottage in the Mountains,work on canvas,Strauss & Co,cape town,29.9974,29.9974,2011,3,2011,2591.0
21859,Robert Hodgins,South Africa,Southern Africa,Untitled (General),work on paper,Russell Kaplan Auctioneers,johannesburg,40.4876,40.4876,2019,9,2019,4086.0
2903,Walter Whall Battiss,South Africa,Southern Africa,Bathing Figures,work on canvas,Strauss & Co,johannesburg,50.0,50.0,2016,11,2016,913.0
35016,Bibi Zogbé,Lebanon,Middle East,UNTITLED,work on board,Sotheby's,bond street,34.5948,34.5948,2019,10,2019,4831.0
43220,Zvi Mairovich,Israel,Middle East,Untitled,work on paper,Tiroche Auction House,kikar de shalif,30.988000000000003,30.988000000000003,2010,1,2010,3450.0
34098,Fikret Mualla Saygı,Turkey,Middle East,Figures at a Bar,work on canvas,John Nicholson,midhurst road fernhurst,38.1,38.1,2014,11,2014,4788.0
3151,Walter Whall Battiss,South Africa,Southern Africa,To Supply Your Own Title,work on canvas,Russell Kaplan Auctioneers,johannesburg,52.5,52.5,2014,9,2014,742.0
46000,Raffi Lavie,Israel,Middle East,Untitled,work on canvas,Yair Art Gallery,lbn gvirol st.,40.005,40.005,2016,5,2016,3100.0
35713,Farhad Moshiri,Iran,Middle East,974101,work on canvas,Sotheby's,bond street,165.989,165.989,2009,2,2009,84915.0
40995,Hossein Valamanesh,Iran,Middle East,Autumn Leaves,work on paper,Bonhams,martin place,7.4929999999999986,7.4929999999999986,2020,7,2020,522.0
38746,Menashe Kadishman,Israel,Middle East,Sheep head small,work on canvas,Matsart Auctioneers & Appraisers,king david st.,29.9974,29.9974,2020,7,2020,701.0
20245,Louai Kayyali,Syria,Middle East,Al Marakeb (The Boats),work on canvas,Christie's,dubai,94.996,94.996,2015,3,2015,149000.0
2868,Walter Whall Battiss,South Africa,Southern Africa,"Gods of the Waterfalls, Hawaii",work on canvas,Stephan Welz & Co,johannesburg,51.0,51.0,2017,3,2017,1853.0
41633,Natan Pernick,Israel,Middle East,View from Mount Arbel,work on canvas,Montefiore Auction House,nachmani street,75.0062,75.0062,2014,7,2014,2300.0
7881,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,FISH STUDY,work on canvas,Russell Kaplan Auctioneers,johannesburg,24.003,24.003,2014,9,2014,226.0
42372,Athier Mousawi,Iraq,Middle East,TABADUL,work on canvas,Sotheby's,dubai,291.9984,291.9984,2020,6,2020,21250.0
19957,Paul Guiragossian,Lebanon,Middle East,Masques et bergamasques,work on canvas,Christie's,"london, king street",119.9896,119.9896,2020,11,2020,82440.0
39113,Menashe Kadishman,Israel,Middle East,"Ram, 1990",sculpture,Matsart Auctioneers & Appraisers,king david st.,35.0012,35.0012,2016,3,2016,1495.0
42385,Mouteea Murad,Syria,Middle East,"""City of Butterflies 1""",work on canvas,Ayyam Auctions,ayyam art center,99.9998,99.9998,2012,1,2012,7800.0
